0, 0.000000000
1, 0.000000000
2, 0.000000000
3, 0.000000000
4, 0.000000000
5, 0.000000000
6, 0.000000000
7, 0.000000000
8, 0.000000000
9, 0.000000000
10, 0.000000000
11, 0.000000000
12, 0.000000000
13, 0.000000000
14, 0.000000000
15, 0.000000000
16, 0.000000000
17, 0.000000000
18, 0.000000000
19, 0.000000000
20, 0.000000000
21, 0.000000000
22, 0.000000000
23, 0.000000000
24, 0.000000000
25, 0.000000000
26, 0.000000000
27, 0.000000000
28, 0.000000000
29, 0.000000000
30, 0.000000000
31, 0.000000000
32, 0.000000000
33, 0.000000000
34, 0.000000000
35, 0.000000000
36, 0.000000000
37, 0.000000000
38, 0.000000000
39, 0.000000000
40, 0.000000000
41, 0.000000000
42, 0.000000002
43, 0.000000004
44, 0.000000004
45, 0.000000013
46, 0.000000025
47, 0.000000087
48, 0.000000140
49, 0.000000409
50, 0.000000382
51, 0.000000482
52, 0.000001560
53, 0.000002146
54, 0.000003796
55, 0.000006039
56, 0.000010725
57, 0.000014512
58, 0.000021919
59, 0.000032863
60, 0.000039603
61, 0.000054667
62, 0.000070090
63, 0.000085006
64, 0.000100763
65, 0.000137699
66, 0.000187499
67, 0.000233372
68, 0.000282253
69, 0.000322521
70, 0.000426214
71, 0.000482567
72, 0.000600709
73, 0.000679291
74, 0.000821321
75, 0.000941616
76, 0.001089739
77, 0.001236086
78, 0.001498445
79, 0.001634615
80, 0.001832305
81, 0.002063044
82, 0.002295670
83, 0.002570143
84, 0.002891835
85, 0.003160337
86, 0.003505678
87, 0.003836547
88, 0.004184191
89, 0.004598055
90, 0.004851321
91, 0.005357254
92, 0.005622321
93, 0.006204567
94, 0.006596380
95, 0.007037325
96, 0.007535482
97, 0.007949857
98, 0.008575585
99, 0.008982915
100, 0.009579681
101, 0.010061045
102, 0.010574900
103, 0.011193383
104, 0.011752283
105, 0.012417670
106, 0.012841188
107, 0.013534416
108, 0.014085994
109, 0.014595086
110, 0.015252047
111, 0.016042347
112, 0.016581857
113, 0.017281505
114, 0.017907097
115, 0.018762121
116, 0.019368301
117, 0.019701512
118, 0.020658192
119, 0.021214569
120, 0.021924150
121, 0.022577745
122, 0.023151716
123, 0.023561125
124, 0.024200843
125, 0.024765575
126, 0.025335120
127, 0.025991561
128, 0.026452280
129, 0.026840163
130, 0.027338878
131, 0.027720285
132, 0.028169254
133, 0.028175904
134, 0.028551518
135, 0.028641693
136, 0.028828312
137, 0.028833359
138, 0.028724737
139, 0.028496003
140, 0.028423925
141, 0.027925968
142, 0.027497123
143, 0.026960534
144, 0.026109347
145, 0.025594513
146, 0.024046438
147, 0.023275226
148, 0.022251294
149, 0.020711802
150, 0.019164424
151, 0.017721301
152, 0.015991591
153, 0.014309114
154, 0.012922749
155, 0.010864139
156, 0.008564387
157, 0.006738279
158, 0.004997997
159, 0.003593388
160, 0.002083663
161, 0.001154442
162, 0.000472687
163, 0.000127619
164, 0.000025681
165, 0.000002969
166, 0.000000010
167, 0.000000000
168, 0.000000000
169, 0.000000275
170, 0.000018955
171, 0.000172804
172, 0.000642396
173, 0.001928063
174, 0.003872319
175, 0.006827344
176, 0.010561667
177, 0.013696497
178, 0.017486330
179, 0.020967864
180, 0.023982948
181, 0.026053478
182, 0.027381390
183, 0.027767555
184, 0.027022978
185, 0.025394021
186, 0.022675309
187, 0.019201617
188, 0.015118080
189, 0.010707351
190, 0.006870129
191, 0.003729903
192, 0.001634540
193, 0.000401043
194, 0.000021853
195, 0.000001402
196, 0.000079775
197, 0.000696417
198, 0.002310170
199, 0.004918255
200, 0.008662155
201, 0.012815940
202, 0.017082115
203, 0.020882741
204, 0.023625379
205, 0.025243617
206, 0.025835108
207, 0.025238861
208, 0.023850643
209, 0.021732157
210, 0.019274341
211, 0.016806391
212, 0.014435129
213, 0.012412304
214, 0.010620819
215, 0.009181833
216, 0.007957775
217, 0.007075011
218, 0.006311901
219, 0.005701874
220, 0.005208218
221, 0.004832230
222, 0.004533675
223, 0.004075622
224, 0.003883728
225, 0.003732411
226, 0.003583262
227, 0.003533863
228, 0.003355233
229, 0.003330658
230, 0.003246451
231, 0.003179080
232, 0.003123367
233, 0.003076544
234, 0.003005660
235, 0.002877093
236, 0.002900917
237, 0.002860667
238, 0.002914366
239, 0.002960900
240, 0.002716635
241, 0.002778845
242, 0.002829935
243, 0.002721971
244, 0.002748620
245, 0.002793031
246, 0.002785414
247, 0.002599022
248, 0.002739881
249, 0.002687000
250, 0.002775989
251, 0.002750940
252, 0.002746751
253, 0.002705640
254, 0.002672740
255, 0.002772697
